"@timestamp","header.status","header.alternativeIdentifier","header.actionId"
"Feb 2, 2023 @ 12:54:52.110",SUCCESS,QR4OV007706708BRIG3,124437128-ANALYZER_12045
"Feb 2, 2023 @ 12:54:51.883",SUCCESS,QR4NA917593055BRIG3,124437120-ANALYZER_12045
"Feb 2, 2023 @ 12:54:51.741",SUCCESS,QR4QP017765952BRIG3,124437115-ANALYZER_12045
"Feb 2, 2023 @ 12:54:51.100",SUCCESS,QR4QP053988484BRIG3,124437125-ANALYZER_12045
"Feb 2, 2023 @ 12:54:50.883",SUCCESS,QR4NL350150947BRIG3,124437114-ANALYZER_12044
"Feb 2, 2023 @ 12:54:50.110",SUCCESS,QR4OD995208008BRIG3,124437105-ANALYZER_12044
"Feb 2, 2023 @ 12:54:49.959",SUCCESS,QR4TE501358994BRIG3,124437081-ANALYZER_12044
"Feb 2, 2023 @ 12:54:49.734",SUCCESS,QR4QM981795674BRIG3,124437060-ANALYZER_12044
"Feb 2, 2023 @ 12:54:49.111",SUCCESS,QR4QP043415359BRIG3,124437116-ANALYZER_12045
"Feb 2, 2023 @ 12:54:49.100",SUCCESS,QR4QC121484222BRIG3,124437065-ANALYZER_12044
"Feb 2, 2023 @ 12:54:48.959",SUCCESS,QR4NA906884998BRIG3,124437108-ANALYZER_12045
"Feb 2, 2023 @ 12:54:48.959",SUCCESS,QR4TE381036540BRIG3,124437104-ANALYZER_12044
"Feb 2, 2023 @ 12:54:48.958",SUCCESS,QR4TE581467823BRIG3,124437111-ANALYZER_12045
"Feb 2, 2023 @ 12:54:48.552",SUCCESS,QR4OV033020820BRIG3,124437082-ANALYZER_7181
"Feb 2, 2023 @ 12:54:48.540",SUCCESS,QR4NA910987251BRIG3,124437110-ANALYZER_12044
"Feb 2, 2023 @ 12:54:48.471",SUCCESS,QR4OD995208008BRIG3,124437109-ANALYZER_12045
"Feb 2, 2023 @ 12:54:47.946",SUCCESS,QR4TE524747555BRIG3,124437057-ANALYZER_12045
"Feb 2, 2023 @ 12:54:47.734",SUCCESS,QR4TE479859505BRIG3,124437098-ANALYZER_12044
"Feb 2, 2023 @ 12:54:47.143",SUCCESS,QR4LX984196697CNIG3,124437102-ANALYZER_12045
"Feb 2, 2023 @ 12:54:46.957",SUCCESS,QR4TE381013773BRIG3,124437066-ANALYZER_12044
"Feb 2, 2023 @ 12:54:46.886",SUCCESS,QR4OA024589224BRIG3,124437100-ANALYZER_7181
"Feb 2, 2023 @ 12:54:45.886",SUCCESS,QR4NL352230492BRIG3,124437051-ANALYZER_12044
"Feb 2, 2023 @ 12:54:45.886",SUCCESS,QR4TE646567743BRIG3,124437050-ANALYZER_12044
"Feb 2, 2023 @ 12:54:45.886",SUCCESS,QR4OZ906266258BRIG3,124437076-ANALYZER_12045
"Feb 2, 2023 @ 12:54:45.886",SUCCESS,QR4QC283733404BRIG3,124437106-ANALYZER_12045
"Feb 2, 2023 @ 12:54:45.886",SUCCESS,QR4QP043692900BRIG3,124437067-ANALYZER_12044
"Feb 2, 2023 @ 12:54:45.882",SUCCESS,QR4QM997568406BRIG3,124437063-ANALYZER_12044
"Feb 2, 2023 @ 12:54:45.110",SUCCESS,QR4QP036411175BRIG3,124437064-ANALYZER_12045
"Feb 2, 2023 @ 12:54:44.883",SUCCESS,QR4QB478548303BRIG3,124437059-ANALYZER_12045
"Feb 2, 2023 @ 12:54:44.737",SUCCESS,QR4QP010182872BRIG3,124437026-ANALYZER_12045
"Feb 2, 2023 @ 12:54:44.539",SUCCESS,QR4OV017719034BRIG3,124437013-ANALYZER_12045
"Feb 2, 2023 @ 12:54:44.110",SUCCESS,QR4QB998795276BRIG3,124437085-ANALYZER_7181
"Feb 2, 2023 @ 12:54:43.956",SUCCESS,QR4QP042076654BRIG3,124437049-ANALYZER_12045
"Feb 2, 2023 @ 12:54:43.556",SUCCESS,QR4TE003417949BRIG3,124437101-ANALYZER_7181
"Feb 2, 2023 @ 12:54:43.110",SUCCESS,QR4TE003417952BRIG3,124437093-ANALYZER_7181
"Feb 2, 2023 @ 12:54:43.110",SUCCESS,QR4TE403365289BRIG3,124437048-ANALYZER_12045
"Feb 2, 2023 @ 12:54:42.957",SUCCESS,QR4OV197369037BRIG3,124437069-ANALYZER_7181
"Feb 2, 2023 @ 12:54:42.947",SUCCESS,QR4OV328540975BRIG3,124437088-ANALYZER_7181
"Feb 2, 2023 @ 12:54:42.883",SUCCESS,QR4OV011223794BRIG3,124437099-ANALYZER_7181
"Feb 2, 2023 @ 12:54:42.882",SUCCESS,QR4OV342217196BRIG3,124437094-ANALYZER_7181
"Feb 2, 2023 @ 12:54:42.881",SUCCESS,QR4TE656268545BRIG3,124437087-ANALYZER_7181
"Feb 2, 2023 @ 12:54:42.881",SUCCESS,QR4NA917686772BRIG3,124437027-ANALYZER_12045
"Feb 2, 2023 @ 12:54:42.825",SUCCESS,QR4QB946120446BRIG3,124437096-ANALYZER_7181
"Feb 2, 2023 @ 12:54:42.792",SUCCESS,QR4TE651786826BRIG3,124437074-ANALYZER_7181
"Feb 2, 2023 @ 12:54:42.551",SUCCESS,QR4NA914057000BRIG3,124437028-ANALYZER_12045
"Feb 2, 2023 @ 12:54:42.144",SUCCESS,QR4QB844765619BRIG3,124437090-ANALYZER_7181
"Feb 2, 2023 @ 12:54:42.144",SUCCESS,QR4OZ213968805BRIG3,124437092-ANALYZER_7181
"Feb 2, 2023 @ 12:54:42.112",SUCCESS,QR4TE312433523BRIG3,124437043-ANALYZER_12045
"Feb 2, 2023 @ 12:54:41.961",SUCCESS,QR4TE689904045BRIG3,124437083-ANALYZER_7181
"Feb 2, 2023 @ 12:54:41.959",SUCCESS,QR4TE701042893BRIG3,124437091-ANALYZER_7181
"Feb 2, 2023 @ 12:54:41.743",SUCCESS,QR4TE426754582BRIG3,124437078-ANALYZER_7181
"Feb 2, 2023 @ 12:54:41.553",SUCCESS,QR4OV373861741BRIG3,124437095-ANALYZER_7181
"Feb 2, 2023 @ 12:54:41.472",SUCCESS,QR4QC442955146BRIG3,124437039-ANALYZER_12045
"Feb 2, 2023 @ 12:54:41.472",SUCCESS,QR4DJ511880763BRIG3,124437071-ANALYZER_7181
"Feb 2, 2023 @ 12:54:40.958",SUCCESS,QR4OA024589269BRIG3,124437079-ANALYZER_7181
"Feb 2, 2023 @ 12:54:40.882",SUCCESS,QR4QM997841005BRIG3,124437038-ANALYZER_12045
"Feb 2, 2023 @ 12:54:40.734",SUCCESS,QR4OU429491253BRIG3,124437073-ANALYZER_7181
"Feb 2, 2023 @ 12:54:40.734",SUCCESS,QR4OV328536888BRIG3,124437077-ANALYZER_7181
"Feb 2, 2023 @ 12:54:40.557",SUCCESS,QR4QC442955146BRIG3,124437035-ANALYZER_12044
"Feb 2, 2023 @ 12:54:40.100",SUCCESS,QR4QP008929131BRIG3,124436994-ANALYZER_12045
"Feb 2, 2023 @ 12:54:39.963",SUCCESS,QR4QM997845807BRIG3,124437032-ANALYZER_12045
"Feb 2, 2023 @ 12:54:39.957",SUCCESS,QR4OZ918846524BRIG3,124437033-ANALYZER_12045
"Feb 2, 2023 @ 12:54:39.885",SUCCESS,QR4TE482184746BRIG3,124437075-ANALYZER_7181
"Feb 2, 2023 @ 12:54:39.881",SUCCESS,QR4QP020514061BRIG3,124437036-ANALYZER_12045
"Feb 2, 2023 @ 12:54:39.552",SUCCESS,QR4QB514671676BRIG3,124437020-ANALYZER_12045
"Feb 2, 2023 @ 12:54:39.539",SUCCESS,QR4OV285524868BRIG3,124436989-ANALYZER_12044
"Feb 2, 2023 @ 12:54:38.956",SUCCESS,QR4QM812476417BRIG3,124437024-ANALYZER_12045
"Feb 2, 2023 @ 12:54:37.883",SUCCESS,QR4NA907682135BRIG3,124436966-ANALYZER_12045
"Feb 2, 2023 @ 12:54:35.958",SUCCESS,QR4OZ992579150BRIG3,124436990-ANALYZER_12044
"Feb 2, 2023 @ 12:54:35.884",SUCCESS,QR4TE473273743BRIG3,124436924-ANALYZER_12045
"Feb 2, 2023 @ 12:54:35.882",SUCCESS,QR4QM059320971BRIG3,124437007-ANALYZER_12045
"Feb 2, 2023 @ 12:54:35.881",SUCCESS,QR4TE430475156BRIG3,124437004-ANALYZER_12045
"Feb 2, 2023 @ 12:54:35.539",SUCCESS,QR4TE430475156BRIG3,124436998-ANALYZER_12044
"Feb 2, 2023 @ 12:54:35.111",SUCCESS,QR4QP002665238BRIG3,124436993-ANALYZER_12044
"Feb 2, 2023 @ 12:54:34.960",SUCCESS,QR4QP008929131BRIG3,124436991-ANALYZER_12044
"Feb 2, 2023 @ 12:54:34.882",SUCCESS,QR4QC408821793BRIG3,124436999-ANALYZER_12044
"Feb 2, 2023 @ 12:54:34.472",SUCCESS,QR4QP004381622BRIG3,124437001-ANALYZER_12044
"Feb 2, 2023 @ 12:54:34.472",SUCCESS,QR4TE544872739BRIG3,124436983-ANALYZER_12044
"Feb 2, 2023 @ 12:54:33.887",SUCCESS,QR4OP696048202BRIG3,124436985-ANALYZER_12044
"Feb 2, 2023 @ 12:54:33.552",SUCCESS,QR4NA920935934BRIG3,124436981-ANALYZER_12044
"Feb 2, 2023 @ 12:54:32.881",SUCCESS,QR4TE666423690BRIG3,124437002-ANALYZER_12045
"Feb 2, 2023 @ 12:54:32.552",SUCCESS,QR4QM536005493BRIG3,124436957-ANALYZER_12044
"Feb 2, 2023 @ 12:54:32.552",SUCCESS,QR4LB563169528HKIG3,124436980-ANALYZER_12044
"Feb 2, 2023 @ 12:54:32.110",SUCCESS,QR4NL351125422BRIG3,124436973-ANALYZER_12044
"Feb 2, 2023 @ 12:54:31.883",SUCCESS,QR4OV015401257BRIG3,124436968-ANALYZER_12044
"Feb 2, 2023 @ 12:54:31.791",SUCCESS,QR4TE315300203BRIG3,124436971-ANALYZER_12044
"Feb 2, 2023 @ 12:54:30.946",SUCCESS,QR4QM884404896BRIG3,124436955-ANALYZER_12044
"Feb 2, 2023 @ 12:54:30.946",SUCCESS,QR4QM865843855BRIG3,124436936-ANALYZER_12045
"Feb 2, 2023 @ 12:54:30.881",SUCCESS,QR4OZ614651515BRIG3,124436937-ANALYZER_12045
"Feb 2, 2023 @ 12:54:30.881",SUCCESS,QR4QP005006645BRIG3,124436967-ANALYZER_12047
"Feb 2, 2023 @ 12:54:30.540",SUCCESS,QR4OZ988594513BRIG3,124436965-ANALYZER_12044
"Feb 2, 2023 @ 12:54:30.540",SUCCESS,QR4TE160412678BRIG3,124436958-ANALYZER_12044
"Feb 2, 2023 @ 12:54:30.472",SUCCESS,QR4NA918839713BRIG3,124436970-ANALYZER_12045
"Feb 2, 2023 @ 12:54:29.960",SUCCESS,QR4QP046093321BRIG3,124436959-ANALYZER_12044
"Feb 2, 2023 @ 12:54:29.956",SUCCESS,QR4TE669715935BRIG3,124436893-ANALYZER_12044
"Feb 2, 2023 @ 12:54:29.883",SUCCESS,QR4TE701845643BRIG3,124436950-ANALYZER_12044
"Feb 2, 2023 @ 12:54:28.958",SUCCESS,QR4QM861852984BRIG3,124436926-ANALYZER_12044
"Feb 2, 2023 @ 12:54:28.946",SUCCESS,QR4OV007628356BRIG3,124436941-ANALYZER_12045
"Feb 2, 2023 @ 12:54:28.883",SUCCESS,QR4QC187566134BRIG3,124436933-ANALYZER_12045
"Feb 2, 2023 @ 12:54:28.557",SUCCESS,QR4QP035331060BRIG3,124436960-ANALYZER_12045
"Feb 2, 2023 @ 12:54:28.556",SUCCESS,QR4NA880064401BRIG3,124436951-ANALYZER_12045
"Feb 2, 2023 @ 12:54:27.961",SUCCESS,QR4QP046131237BRIG3,124436952-ANALYZER_12045
"Feb 2, 2023 @ 12:54:27.961",SUCCESS,QR4OU664439825BRIG3,124436942-ANALYZER_12045
"Feb 2, 2023 @ 12:54:27.791",SUCCESS,QR4NA921127063BRIG3,124436896-ANALYZER_12044
"Feb 2, 2023 @ 12:54:26.959",SUCCESS,QR4QM865843855BRIG3,124436930-ANALYZER_12044
"Feb 2, 2023 @ 12:54:26.959",SUCCESS,QR4QP031572184BRIG3,124436586-ANALYZER_12045
"Feb 2, 2023 @ 12:54:26.881",SUCCESS,QR4NA913104817BRIG3,124436908-ANALYZER_12045
"Feb 2, 2023 @ 12:54:26.792",SUCCESS,QR4QM991653083BRIG3,124436947-ANALYZER_12045
"Feb 2, 2023 @ 12:54:26.543",SUCCESS,QR4QB745840287BRIG3,124436915-ANALYZER_12044
"Feb 2, 2023 @ 12:54:26.539",SUCCESS,QR4TE087043069BRIG3,124436946-ANALYZER_12045
"Feb 2, 2023 @ 12:54:26.472",SUCCESS,QR4QP007011515BRIG3,124436945-ANALYZER_12045
"Feb 2, 2023 @ 12:54:25.552",SUCCESS,QR4NA916868646BRIG3,124436921-ANALYZER_12044
"Feb 2, 2023 @ 12:54:24.961",SUCCESS,QR4OV239399743BRIG3,124436916-ANALYZER_12045
"Feb 2, 2023 @ 12:54:23.958",SUCCESS,QR4TE656270645BRIG3,124436913-ANALYZER_12044
"Feb 2, 2023 @ 12:54:23.957",SUCCESS,QR4TE590188597BRIG3,124436918-ANALYZER_12047
"Feb 2, 2023 @ 12:54:23.883",SUCCESS,QR4QB875848565BRIG3,124436928-ANALYZER_12045
"Feb 2, 2023 @ 12:54:23.883",SUCCESS,QR4NA917673425BRIG3,124436904-ANALYZER_12044
"Feb 2, 2023 @ 12:54:23.882",SUCCESS,QR4OV366102119BRIG3,124436911-ANALYZER_12047
"Feb 2, 2023 @ 12:54:23.110",SUCCESS,QR4OV239399743BRIG3,124436912-ANALYZER_12044
"Feb 2, 2023 @ 12:54:23.100",SUCCESS,QR4NA921529535BRIG3,124436900-ANALYZER_12044
"Feb 2, 2023 @ 12:54:22.958",SUCCESS,QR4OU427462546BRIG3,124436907-ANALYZER_12044
"Feb 2, 2023 @ 12:54:22.101",SUCCESS,QR4TE646858851BRIG3,124436529-ANALYZER_12045
"Feb 2, 2023 @ 12:54:21.963",SUCCESS,QR4OZ632104140BRIG3,124436889-ANALYZER_12044
"Feb 2, 2023 @ 12:54:21.882",SUCCESS,QR4TE669715935BRIG3,124436895-ANALYZER_12047
"Feb 2, 2023 @ 12:54:21.552",SUCCESS,QR4QC621633441BRIG3,124436909-ANALYZER_12045
"Feb 2, 2023 @ 12:54:20.956",SUCCESS,QR4QM971596550BRIG3,124436885-ANALYZER_12044
"Feb 2, 2023 @ 12:54:20.883",SUCCESS,QR4NA919642730BRIG3,124433947-ANALYZER_12045
"Feb 2, 2023 @ 12:54:20.883",SUCCESS,QR4OX466400512BRIG3,124436899-ANALYZER_12045
"Feb 2, 2023 @ 12:54:20.883",SUCCESS,QR4SM151986611BRIG3,124436902-ANALYZER_7540
"Feb 2, 2023 @ 12:54:20.882",SUCCESS,QR4OV412324075BRIG3,124436887-ANALYZER_12044
"Feb 2, 2023 @ 12:54:20.110",SUCCESS,QR4TE659357213BRIG3,124436897-ANALYZER_12045
"Feb 2, 2023 @ 12:54:20.103",SUCCESS,QR4TE341671635BRIG3,124436894-ANALYZER_12044
"Feb 2, 2023 @ 12:54:19.792",SUCCESS,QR4QC544597546BRIG3,124436906-ANALYZER_12045
"Feb 2, 2023 @ 12:54:18.957",SUCCESS,QR4TE508621389BRIG3,124436892-ANALYZER_12045
"Feb 2, 2023 @ 12:54:18.945",SUCCESS,QR4OD931438621BRIG3,124436890-ANALYZER_12044
"Feb 2, 2023 @ 12:54:18.824",SUCCESS,QR4QP008067754BRIG3,124436882-ANALYZER_12044
"Feb 2, 2023 @ 12:54:18.111",SUCCESS,QR4LB563005056HKIG3,124436878-ANALYZER_12044
"Feb 2, 2023 @ 12:54:18.111",SUCCESS,QR4OZ704792471BRIG3,124436881-ANALYZER_12044
"Feb 2, 2023 @ 12:54:18.100",SUCCESS,QR4NL349462338BRIG3,124436872-ANALYZER_12044
"Feb 2, 2023 @ 12:54:17.959",SUCCESS,QR4NA887630208BRIG3,124436886-ANALYZER_12047
"Feb 2, 2023 @ 12:54:17.882",SUCCESS,QR4NA917538133BRIG3,124436891-ANALYZER_12045
"Feb 2, 2023 @ 12:54:17.882",SUCCESS,QR4QP008778388BRIG3,124436879-ANALYZER_12044
"Feb 2, 2023 @ 12:54:17.556",SUCCESS,QR4TE551567289BRIG3,124436883-ANALYZER_12045
"Feb 2, 2023 @ 12:54:16.824",SUCCESS,QR4NA913772780BRIG3,124436877-ANALYZER_12044
"Feb 2, 2023 @ 12:54:16.111",SUCCESS,QR4LB562892964HKIG3,124436876-ANALYZER_12044
"Feb 2, 2023 @ 12:54:15.825",SUCCESS,QR4QP005359824BRIG3,124436875-ANALYZER_12044
"Feb 2, 2023 @ 12:54:15.472",SUCCESS,QR4NA874553975BRIG3,124436874-ANALYZER_12044
"Feb 2, 2023 @ 12:54:15.111",SUCCESS,QR4TE581477689BRIG3,124436868-ANALYZER_12044
"Feb 2, 2023 @ 12:54:14.959",SUCCESS,QR4TE044857429BRIG3,124433883-ANALYZER_12045
"Feb 2, 2023 @ 12:54:14.957",SUCCESS,QR4OV242846891BRIG3,124433876-ANALYZER_12045
"Feb 2, 2023 @ 12:54:14.882",SUCCESS,QR4TE019166850BRIG3,124436869-ANALYZER_12045
"Feb 2, 2023 @ 12:54:14.557",SUCCESS,QR4NA920093244BRIG3,124436866-ANALYZER_12044
"Feb 2, 2023 @ 12:54:14.551",SUCCESS,QR4QB902923886BRIG3,124436856-ANALYZER_12044
"Feb 2, 2023 @ 12:54:14.100",SUCCESS,QR4QP048094894BRIG3,124436853-ANALYZER_12045
"Feb 2, 2023 @ 12:54:13.825",SUCCESS,QR4TE689936247BRIG3,124436858-ANALYZER_12044
"Feb 2, 2023 @ 12:54:12.957",SUCCESS,QR4OV306581369BRIG3,124436863-ANALYZER_12045
"Feb 2, 2023 @ 12:54:12.824",SUCCESS,QR4NA913526925BRIG3,124436859-ANALYZER_12044
"Feb 2, 2023 @ 12:54:12.735",SUCCESS,QR4OV248112222BRIG3,124436862-ANALYZER_12044
"Feb 2, 2023 @ 12:54:12.110",SUCCESS,QR4QM883851155BRIG3,124436860-ANALYZER_12045
"Feb 2, 2023 @ 12:54:11.883",SUCCESS,QR4QC565409773BRIG3,124436850-ANALYZER_12044
"Feb 2, 2023 @ 12:54:11.882",SUCCESS,QR4TE381249332BRIG3,124436857-ANALYZER_12044
"Feb 2, 2023 @ 12:54:11.100",SUCCESS,QR4NA925060424BRIG3,124436768-ANALYZER_12044
"Feb 2, 2023 @ 12:54:10.792",SUCCESS,QR4SJ130752749BRIG3,124436867-ANALYZER_7542
"Feb 2, 2023 @ 12:54:09.956",SUCCESS,QR4OV289706279BRIG3,124436855-ANALYZER_12045
"Feb 2, 2023 @ 12:54:08.110",SUCCESS,QR4TE371657535BRIG3,124436842-ANALYZER_12045
"Feb 2, 2023 @ 12:54:08.100",SUCCESS,QR4TE652468563BRIG3,124436841-ANALYZER_12044
"Feb 2, 2023 @ 12:54:07.958",SUCCESS,QR4TE070672122BRIG3,124436840-ANALYZER_12045
"Feb 2, 2023 @ 12:54:07.957",SUCCESS,QR4NL347784074BRIG3,124436845-ANALYZER_12044
"Feb 2, 2023 @ 12:54:06.957",SUCCESS,QR4QB608776233BRIG3,124436819-ANALYZER_12044
"Feb 2, 2023 @ 12:54:06.552",SUCCESS,QR4TE070672122BRIG3,124436835-ANALYZER_12044
"Feb 2, 2023 @ 12:54:05.958",SUCCESS,QR4NA906270155BRIG3,124436832-ANALYZER_12044
"Feb 2, 2023 @ 12:54:05.732",SUCCESS,QR4TE583715457BRIG3,124436829-ANALYZER_12045
"Feb 2, 2023 @ 12:54:05.100",SUCCESS,QR4QM997070956BRIG3,124436823-ANALYZER_12045
"Feb 2, 2023 @ 12:54:04.962",SUCCESS,QR4OV311475782BRIG3,124436809-ANALYZER_12044
"Feb 2, 2023 @ 12:54:04.961",SUCCESS,QR4TE681194328BRIG3,124436802-ANALYZER_12044
"Feb 2, 2023 @ 12:54:04.946",SUCCESS,QR4OV354051785BRIG3,124436824-ANALYZER_12045
"Feb 2, 2023 @ 12:54:04.557",SUCCESS,QR4TE381205107BRIG3,124436760-ANALYZER_12044
"Feb 2, 2023 @ 12:54:04.557",SUCCESS,QR4OV025334659BRIG3,124436822-ANALYZER_12044
"Feb 2, 2023 @ 12:54:04.551",SUCCESS,QR4TE381230146BRIG3,124436815-ANALYZER_12044
"Feb 2, 2023 @ 12:54:03.960",SUCCESS,QR4QP004416848BRIG3,124436810-ANALYZER_12045
"Feb 2, 2023 @ 12:54:03.957",SUCCESS,QR4NA800098973BRIG3,124436790-ANALYZER_12044
"Feb 2, 2023 @ 12:54:03.881",SUCCESS,QR4OV311475782BRIG3,124436821-ANALYZER_12045
"Feb 2, 2023 @ 12:54:03.143",SUCCESS,QR4TE681194328BRIG3,124436808-ANALYZER_12045
"Feb 2, 2023 @ 12:54:03.111",SUCCESS,QR4TE524956315BRIG3,124436797-ANALYZER_12044
"Feb 2, 2023 @ 12:54:03.100",SUCCESS,QR4TE524956315BRIG3,124436803-ANALYZER_12045
"Feb 2, 2023 @ 12:54:02.959",SUCCESS,QR4OV354051785BRIG3,124436814-ANALYZER_12044
"Feb 2, 2023 @ 12:54:02.957",SUCCESS,QR4TE060681592BRIG3,124436755-ANALYZER_12045
"Feb 2, 2023 @ 12:54:01.881",SUCCESS,QR4QP012495666BRIG3,124436799-ANALYZER_12044
"Feb 2, 2023 @ 12:54:01.552",SUCCESS,QR4TE675008035BRIG3,124436791-ANALYZER_12045
"Feb 2, 2023 @ 12:54:00.100",SUCCESS,QR4NA912617418BRIG3,124436781-ANALYZER_12044
"Feb 2, 2023 @ 12:53:59.960",SUCCESS,QR4QP022639594BRIG3,124436730-ANALYZER_12045
"Feb 2, 2023 @ 12:53:59.960",SUCCESS,QR4TE675008035BRIG3,124436785-ANALYZER_12044
"Feb 2, 2023 @ 12:53:59.110",SUCCESS,QR4NA902451356BRIG3,124436776-ANALYZER_12045
"Feb 2, 2023 @ 12:53:59.110",SUCCESS,QR4QC423254905BRIG3,124436787-ANALYZER_12045
"Feb 2, 2023 @ 12:53:59.100",SUCCESS,QR4OQ967524865BRIG3,124436788-ANALYZER_12045
"Feb 2, 2023 @ 12:53:58.738",SUCCESS,QR4QP033802279BRIG3,124436771-ANALYZER_12044
"Feb 2, 2023 @ 12:53:58.622",SUCCESS,QR4TE602920095BRIG3,124436782-ANALYZER_12044
"Feb 2, 2023 @ 12:53:57.957",SUCCESS,QR4NA913980014BRIG3,124436778-ANALYZER_12045
"Feb 2, 2023 @ 12:53:57.792",SUCCESS,QR4QP039572344BRIG3,124436754-ANALYZER_12047
"Feb 2, 2023 @ 12:53:57.553",SUCCESS,QR4NA902451356BRIG3,124436772-ANALYZER_12044
"Feb 2, 2023 @ 12:53:57.142",SUCCESS,QR4QC423254905BRIG3,124436783-ANALYZER_12044
"Feb 2, 2023 @ 12:53:56.112",SUCCESS,QR4QC467375403BRIG3,124436744-ANALYZER_12044
"Feb 2, 2023 @ 12:53:55.958",SUCCESS,QR4NA913803266BRIG3,124436752-ANALYZER_12044
"Feb 2, 2023 @ 12:53:55.945",SUCCESS,QR4TE669354106BRIG3,124436751-ANALYZER_12044
"Feb 2, 2023 @ 12:53:55.888",SUCCESS,QR4QP029254372BRIG3,124436770-ANALYZER_12044
"Feb 2, 2023 @ 12:53:55.884",SUCCESS,QR4QC416757876BRIG3,124436762-ANALYZER_12045
"Feb 2, 2023 @ 12:53:55.883",SUCCESS,QR4TE645728444BRIG3,124436767-ANALYZER_12045
"Feb 2, 2023 @ 12:53:55.881",SUCCESS,QR4QC416757876BRIG3,124436749-ANALYZER_12044
"Feb 2, 2023 @ 12:53:55.551",SUCCESS,QR4OZ619372416BRIG3,124436738-ANALYZER_12044
"Feb 2, 2023 @ 12:53:55.110",SUCCESS,QR4TE461423471BRIG3,124436733-ANALYZER_12044
"Feb 2, 2023 @ 12:53:55.105",SUCCESS,QR4QP021474925BRIG3,124436748-ANALYZER_12045
"Feb 2, 2023 @ 12:53:54.956",SUCCESS,QR4OX078682179BRIG3,124436745-ANALYZER_12045
"Feb 2, 2023 @ 12:53:54.888",SUCCESS,QR4PJ991227655BRIG3,124436726-ANALYZER_12047
"Feb 2, 2023 @ 12:53:54.882",SUCCESS,QR4TE651811790BRIG3,124436742-ANALYZER_12044
"Feb 2, 2023 @ 12:53:53.945",SUCCESS,QR4QC427032878BRIG3,124436728-ANALYZER_12045
"Feb 2, 2023 @ 12:53:52.959",SUCCESS,QR4QM059320971BRIG3,124436665-ANALYZER_12044
"Feb 2, 2023 @ 12:53:52.883",SUCCESS,QR4NA906051668BRIG3,124436732-ANALYZER_12045
"Feb 2, 2023 @ 12:53:52.539",SUCCESS,QR4TE381228425BRIG3,124436729-ANALYZER_12045
"Feb 2, 2023 @ 12:53:52.101",SUCCESS,QR4TE580361097BRIG3,124436716-ANALYZER_12044
"Feb 2, 2023 @ 12:53:50.959",SUCCESS,QR4QP006965326BRIG3,124436705-ANALYZER_12044
"Feb 2, 2023 @ 12:53:50.881",SUCCESS,QR4TE656890091BRIG3,124436713-ANALYZER_12045
"Feb 2, 2023 @ 12:53:50.622",SUCCESS,QR4NA885773892BRIG3,124436717-ANALYZER_12045
"Feb 2, 2023 @ 12:53:49.957",SUCCESS,QR4NL343232835BRIG3,124436712-ANALYZER_12045
"Feb 2, 2023 @ 12:53:49.881",SUCCESS,QR4NA906884998BRIG3,124436706-ANALYZER_12044
"Feb 2, 2023 @ 12:53:47.882",SUCCESS,QR4QP006965326BRIG3,124436709-ANALYZER_12045
"Feb 2, 2023 @ 12:53:47.553",SUCCESS,QR4TE173040096BRIG3,124436699-ANALYZER_12045
"Feb 2, 2023 @ 12:53:47.110",SUCCESS,QR4NA916697456BRIG3,124436698-ANALYZER_12044
"Feb 2, 2023 @ 12:53:46.552",SUCCESS,QR4QC420759547BRIG3,124436684-ANALYZER_12044
"Feb 2, 2023 @ 12:53:45.884",SUCCESS,QR4QC157664243BRIG3,124436696-ANALYZER_12045
"Feb 2, 2023 @ 12:53:45.622",SUCCESS,QR4QC420759547BRIG3,124436690-ANALYZER_12045
"Feb 2, 2023 @ 12:53:45.143",SUCCESS,QR4QC374816355BRIG3,124436695-ANALYZER_12045
"Feb 2, 2023 @ 12:53:45.100",SUCCESS,QR4OT064798778BRIG3,124436693-ANALYZER_12045
"Feb 2, 2023 @ 12:53:44.957",SUCCESS,QR4NA914057000BRIG3,124436686-ANALYZER_12044
"Feb 2, 2023 @ 12:53:44.882",SUCCESS,QR4OT064798778BRIG3,124436687-ANALYZER_12044
"Feb 2, 2023 @ 12:53:43.882",SUCCESS,QR4TE674832118BRIG3,124436682-ANALYZER_12044
"Feb 2, 2023 @ 12:53:43.472",SUCCESS,QR4OD995207912BRIG3,124436680-ANALYZER_12044
"Feb 2, 2023 @ 12:53:42.946",SUCCESS,QR4QP005176525BRIG3,124436683-ANALYZER_12047
"Feb 2, 2023 @ 12:53:41.824",SUCCESS,QR4LX984684125CNIG3,124436681-ANALYZER_12045
"Feb 2, 2023 @ 12:53:41.732",SUCCESS,QR4TE647471984BRIG3,124436620-ANALYZER_12045
"Feb 2, 2023 @ 12:53:40.958",SUCCESS,QR4QB514671676BRIG3,124436671-ANALYZER_12044
"Feb 2, 2023 @ 12:53:39.622",SUCCESS,QR4OV017719034BRIG3,124436644-ANALYZER_12044
"Feb 2, 2023 @ 12:53:39.142",SUCCESS,QR4QP038292847BRIG3,124436666-ANALYZER_12045
"Feb 2, 2023 @ 12:53:38.882",SUCCESS,QR4TE650256376BRIG3,124436656-ANALYZER_12045
"Feb 2, 2023 @ 12:53:38.882",SUCCESS,QR4QB615230620BRIG3,124436660-ANALYZER_12044
